1,1,115.5,329.5,142.3,69.39999999999998,1,1,1.0
1,2,729.87,263.34,73.64999999999998,43.52000000000004,1,1,1.0
1,3,203.42,246.6,100.43000000000004,46.87000000000003,1,1,1.0
2,1,93.74,332.85,142.3,69.39999999999998,1,1,1.0
2,2,720.66,265.85,73.64999999999998,43.51999999999998,1,1,1.0
2,3,203.42,246.6,100.43000000000004,46.87000000000003,1,1,1.0
3,1,70.3,335.36,142.3,69.39999999999998,1,1,1.0
3,2,707.27,269.2,73.64999999999998,43.52000000000004,1,1,1.0
3,3,203.42,246.6,100.43000000000004,46.87000000000003,1,1,1.0
4,1,48.54,340.38,142.3,69.39999999999998,1,1,1.0
4,2,692.2,270.88,73.65999999999997,43.51999999999998,1,1,1.0
4,3,203.42,246.6,100.43000000000004,46.87000000000003,1,1,1.0
5,1,23.43,342.05,142.29999999999998,69.39999999999998,1,1,1.0
5,2,680.49,273.39,73.64999999999998,43.52000000000004,1,1,1.0
5,3,203.42,246.6,100.43000000000004,46.87000000000003,1,1,1.0
6,1,0.84,351.26,142.29999999999998,69.40000000000003,1,1,1.0
6,2,665.42,275.06,76.18000000000006,43.51999999999998,1,1,1.0
6,3,203.42,246.6,100.43000000000004,46.87000000000003,1,1,1.0
7,1,0.84,351.26,123.06,71.94,1,1,1.0
7,2,652.03,277.57,76.18000000000006,43.51999999999998,1,1,1.0
7,3,203.42,246.6,100.43000000000004,46.87000000000003,1,1,1.0
8,1,0.42,354.63,99.17999999999999,71.92000000000002,1,1,1.0
8,2,636.13,280.08,78.66999999999996,43.52000000000004,1,1,1.0
8,3,203.42,246.6,100.43000000000004,46.87000000000003,1,1,1.0
9,1,0.0,358.0,75.3,71.89999999999998,1,1,1.0
9,2,620.21,281.76,82.04999999999995,43.51999999999998,1,1,1.0
9,3,203.42,246.6,100.43000000000004,46.87000000000003,1,1,1.0
10,1,0.0,358.0,57.7,71.89999999999998,1,1,1.0
10,2,606.26,283.43,82.04999999999995,43.51999999999998,1,1,1.0
10,3,203.42,246.6,100.43000000000004,46.87000000000003,1,1,1.0
11,1,0.0,358.0,43.05,71.89999999999998,1,1,1.0
11,2,592.31,285.1,82.05000000000007,43.52999999999997,1,1,1.0
11,3,203.42,246.66,100.43000000000004,46.869999999999976,1,1,1.0
12,2,578.36,286.78,82.05999999999995,43.52000000000004,1,1,1.0
12,3,203.42,246.71,100.43000000000004,46.869999999999976,1,1,1.0
13,2,560.79,289.29,87.11000000000001,43.51999999999998,1,1,1.0
13,3,203.42,246.77,100.43000000000004,46.869999999999976,1,1,1.0
14,2,541.5,291.8,93.00999999999999,43.51999999999998,1,1,1.0
14,3,203.42,246.82,100.43000000000004,46.870000000000005,1,1,1.0
15,2,525.6,295.99,93.00999999999999,43.51999999999998,1,1,1.0
15,3,203.42,246.88,100.43000000000004,46.870000000000005,1,1,1.0
16,2,510.53,294.3,93.00999999999999,48.56,1,1,1.0
16,3,203.42,246.93,100.43000000000004,46.870000000000005,1,1,1.0
17,2,493.79,296.8,93.00999999999993,49.68000000000001,1,1,1.0
17,3,203.42,246.99,100.43000000000004,46.870000000000005,1,1,1.0
18,2,477.05,299.31,93.00999999999993,50.80000000000001,1,1,1.0
18,3,203.42,247.04,100.43000000000004,46.87000000000003,1,1,1.0
19,2,460.32,301.81,93.00000000000006,51.93000000000001,1,1,1.0
19,3,203.42,247.1,100.43000000000004,46.87000000000003,1,1,1.0
20,2,443.58,304.35,93.00000000000006,56.079999999999984,1,1,1.0
20,3,203.42,247.15,100.43000000000004,46.869999999999976,1,1,1.0
21,2,423.5,308.53,97.17999999999995,56.09000000000003,1,1,1.0
21,3,203.42,247.21,100.43000000000004,46.869999999999976,1,1,1.0
22,2,409.27,310.21,97.18,56.08000000000004,1,1,1.0
22,3,203.42,247.26,100.43000000000004,46.870000000000005,1,1,1.0
23,2,385.0,313.55,108.10000000000002,56.089999999999975,1,1,1.0
23,3,203.42,247.32,100.43000000000004,46.870000000000005,1,1,1.0
24,2,368.26,318.58,108.10000000000002,56.08000000000004,1,1,1.0
24,3,203.42,247.37,100.43000000000004,46.870000000000005,1,1,1.0
25,2,349.01,321.92,108.10000000000002,56.089999999999975,1,1,1.0
25,3,203.42,247.43,100.43000000000004,46.870000000000005,1,1,1.0
26,2,328.92,320.2,108.09999999999997,63.670000000000016,1,1,1.0
26,3,203.42,247.48,100.43000000000004,46.87000000000003,1,1,1.0
27,2,309.67,325.22,109.72999999999996,63.66999999999996,1,1,1.0
27,3,203.42,247.54,100.43000000000004,46.87000000000003,1,1,1.0
28,2,289.59,331.08,116.41000000000003,63.670000000000016,1,1,1.0
28,3,203.42,247.59,100.43000000000004,46.869999999999976,1,1,1.0
29,2,262.8,332.75,122.30000000000001,63.670000000000016,1,1,1.0
29,3,203.42,247.65,100.43000000000004,46.869999999999976,1,1,1.0
30,2,246.9,336.1,122.29999999999998,63.66999999999996,1,1,1.0
30,3,203.42,247.7,100.43000000000004,46.870000000000005,1,1,1.0
31,2,223.47,339.45,122.28999999999999,63.670000000000016,1,1,1.0
31,3,203.42,247.76,100.43000000000004,46.870000000000005,1,1,1.0
32,2,199.2,345.3,128.99,65.34999999999997,1,1,1.0
32,3,203.42,247.81,100.43000000000004,46.870000000000005,1,1,1.0
33,2,174.9,349.48,132.35999999999999,65.35999999999996,1,1,1.0
33,3,203.42,247.87,100.43000000000004,46.870000000000005,1,1,1.0
34,2,150.63,351.2,134.07,67.82,1,1,1.0
34,3,203.42,247.92,100.43000000000004,46.87000000000003,1,1,1.0
35,2,128.03,356.22,144.07000000000002,67.82,1,1,1.0
35,3,203.42,247.98,100.43000000000004,46.87000000000003,1,1,1.0
36,2,100.41,361.25,145.79,70.35000000000002,1,1,1.0
36,3,203.42,248.03,100.43000000000004,46.869999999999976,1,1,1.0
37,2,76.14,366.27,145.79000000000002,70.35000000000002,1,1,1.0
37,3,203.42,248.08,100.43000000000004,46.869999999999976,1,1,1.0
38,2,46.0,369.6,153.33,71.20999999999998,1,1,1.0
38,3,203.42,248.14,100.43000000000004,46.870000000000005,1,1,1.0
39,2,21.73,377.13,153.33,71.20999999999998,1,1,1.0
39,3,203.42,248.19,100.43000000000004,46.870000000000005,1,1,1.0
