1,1,54.44,54.1,122.16,71.97999999999999,1,1,1.0
1,2,313.44,1.81,400.91,112.33,1,1,1.0
1,3,96.5,0.0,218.8,64.8,1,1,1.0
2,1,35.07,54.1,122.16,71.97999999999999,1,1,1.0
2,2,313.44,1.81,400.91,112.33,1,1,1.0
2,3,96.5,0.0,218.8,64.8,1,1,1.0
3,1,13.76,54.1,122.17,71.97999999999999,1,1,1.0
3,2,313.44,1.81,400.91,112.33,1,1,1.0
3,3,96.5,0.0,218.8,64.8,1,1,1.0
4,1,0.0,42.48,120.43,71.97999999999999,1,1,1.0
4,2,313.44,1.81,400.91,112.33,1,1,1.0
4,3,96.5,0.0,218.8,64.8,1,1,1.0
5,1,0.97,40.54,94.33,64.25999999999999,1,1,1.0
5,2,313.44,1.81,400.91,112.33,1,1,1.0
5,3,96.5,0.0,218.8,64.8,1,1,1.0
6,1,0.97,40.54,76.93,64.25999999999999,1,1,1.0
6,2,313.44,1.81,400.91,112.33,1,1,1.0
6,3,96.5,0.0,218.8,64.8,1,1,1.0
7,1,0.97,40.54,58.53,57.46,1,1,1.0
7,2,313.44,1.81,400.91,112.33,1,1,1.0
7,3,96.5,0.0,218.8,64.8,1,1,1.0
8,1,0.97,40.54,41.13,57.46,1,1,1.0
8,2,313.44,1.81,400.91,112.33,1,1,1.0
8,3,96.5,0.0,218.8,64.8,1,1,1.0
9,1,0.0,42.48,24.63,46.82,1,1,1.0
9,2,313.44,1.81,400.91,112.33,1,1,1.0
9,3,96.5,0.0,218.8,64.8,1,1,1.0
10,1,0.0,42.48,14.0,38.62,1,1,1.0
10,2,313.44,1.81,400.91,112.33,1,1,1.0
10,3,96.5,0.0,218.8,64.8,1,1,1.0
10,4,911.79,185.5,48.210000000000036,78.92000000000002,1,1,1.0
11,2,313.44,1.81,400.91,112.33,1,1,1.0
11,3,96.5,0.0,218.8,64.8,1,1,1.0
11,4,865.8,181.2,94.20000000000005,86.69999999999999,1,1,1.0
12,2,313.44,1.81,400.91,112.33,1,1,1.0
12,3,96.5,0.0,218.8,64.8,1,1,1.0
12,4,816.4,161.26,143.60000000000002,99.69999999999999,1,1,1.0
13,2,313.44,1.81,400.91,112.33,1,1,1.0
13,3,96.5,0.0,218.8,64.8,1,1,1.0
13,4,776.5,151.73,183.5,103.16,1,1,1.0
14,2,313.44,1.81,400.91,112.33,1,1,1.0
14,3,96.5,0.0,218.8,64.8,1,1,1.0
14,4,734.0,146.5,226.0,125.69999999999999,1,1,1.0
14,5,0.0,165.93,37.6,64.22,1,1,1.0
